2022-11-14 16:11:51 73 0 0 271 344 342 99 6 ok
2022-11-14 16:11:49 73 0 0 270 343 343 97 6 ok
2022-11-14 16:11:46 73 0 0 270 343 343 96 6 ok
2022-11-14 16:11:44 73 0 0 270 343 343 95 6 ok
2022-11-14 16:11:42 73 0 0 270 344 342 94 6 ok
2022-11-14 16:11:39 73 0 0 270 343 343 93 6 ok
2022-11-14 16:11:37 73 0 0 270 343 342 92 6 ok
2022-11-14 16:11:35 73 0 0 271 344 341 91 6 ok
2022-11-14 16:11:32 73 0 0 271 344 341 90 6 ok
2022-11-14 16:11:30 73 0 0 271 344 342 89 6 ok
2022-11-14 16:11:28 73 0 0 271 343 342 88 6 ok
2022-11-14 16:11:25 73 0 0 271 343 343 87 6 ok
2022-11-14 16:11:23 73 0 0 270 344 342 87 6 ok
2022-11-14 16:11:20 73 0 0 270 343 343 86 6 ok
2022-11-14 16:11:18 73 0 0 270 344 341 85 6 ok
2022-11-14 16:11:15 73 0 0 270 343 342 84 6 ok
2022-11-14 16:11:13 73 0 0 270 343 342 83 6 ok
2022-11-14 16:11:11 73 0 0 270 343 343 82 6 ok
2022-11-14 16:11:08 73 0 0 271 344 341 81 6 ok
2022-11-14 16:11:06 73 0 0 270 343 342 79 6 ok
2022-11-14 16:11:03 73 0 0 271 344 342 78 6 ok
2022-11-14 16:11:01 73 0 0 271 343 341 77 6 ok
2022-11-14 16:10:59 73 0 0 271 342 341 76 6 ok
2022-11-14 16:10:56 73 0 0 271 344 341 75 6 ok
2022-11-14 16:10:54 73 0 0 270 344 342 74 6 ok
2022-11-14 16:10:51 73 0 0 270 344 341 73 6 ok
2022-11-14 16:10:49 73 0 0 270 344 342 72 6 ok
2022-11-14 16:10:47 73 0 0 270 344 342 71 6 ok
2022-11-14 16:10:44 73 0 0 271 344 341 71 6 ok
2022-11-14 16:10:40 73 0 0 270 344 342 70 6 ok
2022-11-14 16:10:38 73 0 0 270 343 343 68 6 ok
2022-11-14 16:10:35 73 0 0 270 344 343 68 6 ok
2022-11-14 16:10:33 73 0 0 271 344 342 67 6 ok
2022-11-14 16:10:30 73 0 0 271 344 341 66 6 ok
2022-11-14 16:10:28 73 0 0 270 343 342 65 6 ok
2022-11-14 16:10:26 73 0 0 271 344 341 64 6 ok
2022-11-14 16:10:23 73 0 0 271 344 341 63 6 ok
2022-11-14 16:10:21 73 0 0 271 344 341 62 6 ok
2022-11-14 16:10:19 73 0 0 271 343 342 61 6 ok
2022-11-14 16:10:16 73 0 0 270 344 342 60 6 ok
2022-11-14 16:10:14 73 0 0 270 343 343 59 6 ok
2022-11-14 16:10:12 73 0 0 270 344 342 58 6 ok
2022-11-14 16:10:09 73 0 0 271 343 343 57 6 ok
2022-11-14 16:10:07 73 0 0 271 344 342 57 6 ok
2022-11-14 16:10:04 73 0 0 271 343 341 56 6 ok
2022-11-14 16:10:02 73 0 0 271 344 341 55 6 ok
2022-11-14 16:09:59 73 0 0 271 344 342 54 6 ok
2022-11-14 16:09:57 73 0 0 271 344 341 53 6 ok
