458;2022-11-09 12:09:22;73;0;0;339;332;404;0;1;ok
459;2022-11-09 12:09:30;73;0;0;336;332;405;0;1;ok
460;2022-11-09 12:09:32;73;0;0;336;333;405;0;1;ok
461;2022-11-09 12:10:58;73;0;0;336;332;403;0;1;ok
462;2022-11-09 12:11:01;73;0;0;336;331;403;0;1;ok
463;2022-11-09 12:11:04;73;0;0;336;332;403;0;1;ok
464;2022-11-09 12:11:07;73;0;0;336;332;403;0;1;ok
465;2022-11-09 12:11:09;73;0;0;336;332;403;0;1;ok
466;2022-11-09 12:11:12;73;0;0;336;332;403;0;1;ok
467;2022-11-09 12:11:15;73;0;0;336;333;404;0;1;ok
468;2022-11-09 12:11:17;73;0;0;335;332;403;1;1;ok
469;2022-11-09 12:11:21;73;0;0;335;332;403;2;1;ok
470;2022-11-09 12:11:26;73;0;0;335;331;404;3;1;ok
471;2022-11-09 12:11:29;73;0;0;335;332;403;4;1;ok
472;2022-11-09 12:11:33;73;0;0;335;331;404;5;1;ok
473;2022-11-09 12:11:35;73;0;0;336;332;404;5;1;ok
474;2022-11-09 12:11:38;73;0;0;335;332;403;7;1;ok
475;2022-11-09 12:11:40;73;0;0;335;332;404;7;1;ok
476;2022-11-09 12:11:43;73;0;0;335;332;404;7;1;ok
477;2022-11-09 12:11:46;73;0;0;336;332;403;7;1;ok
478;2022-11-09 12:11:49;73;0;0;336;333;404;7;1;ok
479;2022-11-09 12:11:51;73;0;0;335;333;403;8;1;ok
480;2022-11-09 12:11:53;73;0;0;335;331;404;9;1;ok
481;2022-11-09 12:11:56;73;0;0;335;331;404;9;1;ok
482;2022-11-09 12:11:59;73;0;0;335;332;403;9;1;ok
531;2022-11-09 12:17:51;73;0;0;336;332;403;9;1;ok
532;2022-11-09 12:17:53;73;0;0;338;330;401;0;1;ok
533;2022-11-09 12:17:56;73;0;0;337;331;404;1;1;ok
534;2022-11-09 12:17:58;73;0;0;338;331;404;3;1;ok
535;2022-11-09 12:18:01;73;0;0;338;331;404;5;1;ok
536;2022-11-09 12:18:04;73;0;0;338;331;404;5;1;ok
537;2022-11-09 12:18:06;73;0;0;338;331;404;6;1;ok
538;2022-11-09 12:18:09;73;0;0;337;331;404;6;1;ok
539;2022-11-09 12:18:11;73;0;0;338;331;403;7;1;ok
540;2022-11-09 12:18:13;73;0;0;338;331;403;8;1;ok
541;2022-11-09 12:18:16;73;0;0;338;330;403;9;1;ok
542;2022-11-09 12:18:18;73;0;0;338;331;404;10;1;ok
543;2022-11-09 12:18:20;73;0;0;338;330;404;12;1;ok
547;2022-11-09 12:18:43;73;0;0;338;330;402;13;1;ok
8205;2022-11-14 15:37:28;73;0;0;336;335;403;0;1;ok
8206;2022-11-14 15:37:31;73;0;0;338;333;404;1;1;ok
8207;2022-11-14 15:37:33;73;0;0;338;334;403;2;1;ok
8208;2022-11-14 15:37:35;73;0;0;336;334;403;3;1;ok
8209;2022-11-14 15:37:38;73;0;0;337;333;403;4;1;ok
8210;2022-11-14 15:37:40;73;0;0;337;334;403;5;1;ok
8211;2022-11-14 15:37:42;73;0;0;337;334;402;7;1;ok
8212;2022-11-14 15:37:45;73;0;0;336;333;403;8;1;ok
8213;2022-11-14 15:37:53;73;0;0;338;333;404;9;1;ok
8214;2022-11-14 15:37:56;73;0;0;337;334;403;0;1;ok
8215;2022-11-14 15:37:58;73;0;0;336;333;403;1;1;ok
8216;2022-11-14 15:38:00;73;0;0;338;334;402;2;1;ok
8217;2022-11-14 15:38:03;73;0;0;338;333;403;3;1;ok
8218;2022-11-14 15:38:05;73;0;0;337;334;404;4;1;ok
8219;2022-11-14 15:38:08;73;0;0;337;334;403;5;1;ok
8220;2022-11-14 15:38:10;73;0;0;338;333;403;7;1;ok
8221;2022-11-14 15:38:13;73;0;0;337;333;402;8;1;ok
8222;2022-11-14 15:38:15;73;0;0;337;334;402;9;1;ok
8223;2022-11-14 15:38:18;73;0;0;338;333;402;10;1;ok
8224;2022-11-14 15:38:20;73;0;0;338;334;404;10;1;ok
8225;2022-11-14 15:38:22;73;0;0;338;334;403;11;1;ok
8226;2022-11-14 15:38:25;73;0;0;337;334;404;12;1;ok
8227;2022-11-14 15:38:27;73;0;0;338;334;403;13;1;ok
8228;2022-11-14 15:38:30;73;0;0;338;334;403;14;1;ok
8229;2022-11-14 15:38:32;73;0;0;337;334;403;15;1;ok
8230;2022-11-14 15:38:34;73;0;0;338;334;403;16;1;ok
8231;2022-11-14 15:38:37;73;0;0;338;333;403;17;1;ok
8232;2022-11-14 15:38:39;73;0;0;338;334;403;19;1;ok
8233;2022-11-14 15:38:42;73;0;0;338;334;403;20;1;ok
8234;2022-11-14 15:38:44;73;0;0;337;333;403;21;1;ok
8235;2022-11-14 15:38:46;73;0;0;338;334;404;22;1;ok
8236;2022-11-14 15:38:49;73;0;0;338;333;403;23;1;ok
8237;2022-11-14 15:38:51;73;0;0;337;334;404;24;1;ok
8238;2022-11-14 15:38:54;73;0;0;338;334;403;25;1;ok
8239;2022-11-14 15:38:56;73;0;0;338;334;403;26;1;ok
8240;2022-11-14 15:38:58;73;0;0;338;333;403;27;1;ok
8241;2022-11-14 15:39:01;73;0;0;338;334;404;28;1;ok
8242;2022-11-14 15:39:03;73;0;0;338;333;403;29;1;ok
8243;2022-11-14 15:39:06;73;0;0;338;334;404;30;1;ok
8244;2022-11-14 15:39:08;73;0;0;339;334;403;31;1;ok
8245;2022-11-14 15:39:10;73;0;0;337;334;404;31;1;ok
8246;2022-11-14 15:39:13;73;0;0;338;333;403;32;1;ok
8247;2022-11-14 15:39:15;73;0;0;338;334;404;33;1;ok
8248;2022-11-14 15:39:18;73;0;0;338;334;404;33;1;ok
8249;2022-11-14 15:39:20;73;0;0;338;333;403;34;1;ok
8250;2022-11-14 15:39:23;73;0;0;337;334;404;35;1;ok
8251;2022-11-14 15:39:25;73;0;0;338;334;404;36;1;ok
8252;2022-11-14 15:39:28;73;0;0;339;333;403;36;1;ok
8253;2022-11-14 15:39:30;73;0;0;338;334;404;37;1;ok
8254;2022-11-14 15:39:32;73;0;0;338;333;403;38;1;ok
8255;2022-11-14 15:39:35;73;0;0;338;334;404;39;1;ok
8256;2022-11-14 15:39:37;73;0;0;338;333;404;40;1;ok
8257;2022-11-14 15:39:39;73;0;0;338;334;403;41;1;ok
8258;2022-11-14 15:39:42;73;0;0;337;334;404;42;1;ok
8259;2022-11-14 15:39:44;73;0;0;338;334;403;43;1;ok
8260;2022-11-14 15:39:46;73;0;0;338;334;404;44;1;ok
8261;2022-11-14 15:39:49;73;0;0;338;334;404;45;1;ok
8262;2022-11-14 15:39:52;73;0;0;339;333;403;46;1;ok
8263;2022-11-14 15:39:54;73;0;0;339;334;403;47;1;ok
8264;2022-11-14 15:39:57;73;0;0;339;333;404;48;1;ok
8265;2022-11-14 15:39:59;73;0;0;337;333;404;49;1;ok
8266;2022-11-14 15:40:01;73;0;0;339;334;403;50;1;ok
8267;2022-11-14 15:40:04;73;0;0;339;334;403;51;1;ok
8268;2022-11-14 15:40:06;73;0;0;338;333;404;52;1;ok
8269;2022-11-14 15:40:09;73;0;0;338;333;404;54;1;ok
8270;2022-11-14 15:40:11;73;0;0;338;333;404;55;1;ok
8271;2022-11-14 15:40:14;73;0;0;337;334;403;56;1;ok
8272;2022-11-14 15:40:16;73;0;0;339;333;403;57;1;ok
8273;2022-11-14 15:40:19;73;0;0;337;334;404;57;1;ok
8274;2022-11-14 15:40:21;73;0;0;337;334;404;58;1;ok
8275;2022-11-14 15:40:23;73;0;0;338;334;404;59;1;ok
8276;2022-11-14 15:40:26;73;0;0;339;334;403;60;1;ok
8277;2022-11-14 15:40:28;73;0;0;338;334;404;61;1;ok
8278;2022-11-14 15:40:30;73;0;0;338;333;403;62;1;ok
8279;2022-11-14 15:40:33;73;0;0;339;333;404;63;1;ok
8280;2022-11-14 15:40:35;73;0;0;339;334;403;64;1;ok
8281;2022-11-14 15:40:38;73;0;0;338;334;404;65;1;ok
8282;2022-11-14 15:40:40;73;0;0;338;334;403;66;1;ok
8283;2022-11-14 15:40:42;73;0;0;338;334;402;67;1;ok
8284;2022-11-14 15:40:45;73;0;0;338;334;404;68;1;ok
8285;2022-11-14 15:40:47;73;0;0;339;333;403;69;1;ok
8286;2022-11-14 15:40:49;73;0;0;337;334;404;70;1;ok
8287;2022-11-14 15:40:52;73;0;0;338;334;403;71;1;ok
8288;2022-11-14 15:40:54;73;0;0;339;334;403;72;1;ok
8289;2022-11-14 15:40:56;73;0;0;339;335;403;73;1;ok
8290;2022-11-14 15:40:59;73;0;0;338;333;403;74;1;ok
8291;2022-11-14 15:41:01;73;0;0;338;334;403;75;1;ok
8292;2022-11-14 15:41:03;73;0;0;338;333;404;76;1;ok
8293;2022-11-14 15:41:06;73;0;0;339;333;403;77;1;ok
8294;2022-11-14 15:41:08;73;0;0;339;334;403;78;1;ok
8295;2022-11-14 15:41:11;73;0;0;338;334;404;79;1;ok
8296;2022-11-14 15:41:13;73;0;0;338;335;402;80;1;ok
8297;2022-11-14 15:41:16;73;0;0;338;334;404;81;1;ok
8298;2022-11-14 15:41:18;73;0;0;339;334;403;81;1;ok
8299;2022-11-14 15:41:20;73;0;0;338;334;404;82;1;ok
8300;2022-11-14 15:41:23;73;0;0;337;335;404;83;1;ok
8301;2022-11-14 15:41:25;73;0;0;338;334;403;84;1;ok
8302;2022-11-14 15:41:27;73;0;0;339;334;403;85;1;ok
8303;2022-11-14 15:41:30;73;0;0;339;334;403;86;1;ok
8304;2022-11-14 15:41:32;73;0;0;338;334;404;87;1;ok
8305;2022-11-14 15:41:34;73;0;0;339;334;403;88;1;ok
8306;2022-11-14 15:41:37;73;0;0;339;334;403;89;1;ok
8307;2022-11-14 15:41:40;73;0;0;339;334;403;89;1;ok
8308;2022-11-14 15:41:42;73;0;0;339;334;404;90;1;ok
8309;2022-11-14 15:41:44;73;0;0;339;333;403;91;1;ok
8310;2022-11-14 15:41:47;73;0;0;338;334;404;92;1;ok
8311;2022-11-14 15:41:49;73;0;0;339;334;403;92;1;ok
8312;2022-11-14 15:41:52;73;0;0;339;334;404;93;1;ok
8313;2022-11-14 15:41:54;73;0;0;338;333;404;94;1;ok
8314;2022-11-14 15:41:57;73;0;0;338;333;403;94;1;ok
8315;2022-11-14 15:41:59;73;0;0;339;333;404;96;1;ok
8316;2022-11-14 15:42:02;73;0;0;338;334;404;97;1;ok
8317;2022-11-14 15:42:05;73;0;0;338;334;403;98;1;ok
8318;2022-11-14 15:42:07;73;0;0;338;334;404;98;1;ok
8319;2022-11-14 15:42:10;73;0;0;338;333;404;99;1;ok
8320;2022-11-14 15:42:13;73;0;0;339;333;404;99;1;ok
8321;2022-11-14 15:43:10;73;0;0;339;333;404;99;1;ok
8322;2022-11-14 15:43:12;73;0;0;327;331;270;0;2;ok
8323;2022-11-14 15:43:14;73;0;0;327;331;271;1;2;ok
8324;2022-11-14 15:43:17;73;0;0;325;331;271;3;2;ok
8325;2022-11-14 15:43:21;73;0;0;326;330;271;4;2;ok
8326;2022-11-14 15:43:23;73;0;0;325;331;272;4;2;ok
8327;2022-11-14 15:43:26;73;0;0;326;330;270;5;2;ok
8328;2022-11-14 15:43:28;73;0;0;325;330;271;6;2;ok
8329;2022-11-14 15:43:31;73;0;0;325;331;271;7;2;ok
8330;2022-11-14 15:43:33;73;0;0;326;330;271;8;2;ok
8331;2022-11-14 15:43:36;73;0;0;325;332;270;9;2;ok
8332;2022-11-14 15:43:38;73;0;0;325;331;271;10;2;ok
8333;2022-11-14 15:43:41;73;0;0;324;331;271;11;2;ok
8334;2022-11-14 15:43:43;73;0;0;325;330;271;12;2;ok
8335;2022-11-14 15:43:45;73;0;0;325;331;271;13;2;ok
8336;2022-11-14 15:43:48;73;0;0;325;331;272;14;2;ok
8337;2022-11-14 15:43:50;73;0;0;325;331;271;15;2;ok
8338;2022-11-14 15:43:52;73;0;0;324;331;272;16;2;ok
8339;2022-11-14 15:43:55;73;0;0;325;331;271;17;2;ok
8340;2022-11-14 15:43:57;73;0;0;325;331;270;18;2;ok
8341;2022-11-14 15:43:59;73;0;0;325;331;272;19;2;ok
8342;2022-11-14 15:44:02;73;0;0;326;331;270;20;2;ok
8343;2022-11-14 15:44:04;73;0;0;325;330;271;21;2;ok
8344;2022-11-14 15:44:07;73;0;0;324;331;271;22;2;ok
8345;2022-11-14 15:44:09;73;0;0;325;330;271;23;2;ok
8346;2022-11-14 15:44:11;73;0;0;324;330;272;24;2;ok
8347;2022-11-14 15:44:14;73;0;0;324;330;271;25;2;ok
8348;2022-11-14 15:44:16;73;0;0;325;331;272;25;2;ok
8349;2022-11-14 15:44:19;73;0;0;325;331;271;26;2;ok
8350;2022-11-14 15:44:21;73;0;0;324;331;272;27;2;ok
8351;2022-11-14 15:44:23;73;0;0;324;331;271;28;2;ok
